booking_id,customer_id,event_name,event_category,venue,booking_date,event_date,ticket_price,tickets_booked,booking_status,payment_method
4615,495,final,Stand-up Comedy,Suarez Extension,2025-03-16,2025-10-07,491.36,2,Refunded,UPI
4616,642,know,Stand-up Comedy,Audrey Lodge,2024-10-06,2026-04-18,76.05,3,Cancelled,Net Banking
4617,950,their,Stand-up Comedy,Smith Field,2025-12-06,2026-02-21,22.35,9,Confirmed,Credit Card
4618,766,yet,Conference,Crystal Circle,2025-07-27,2026-06-05,241.7,2,Pending,Credit Card
4619,978,wrong,Stand-up Comedy,Christensen Forks,2025-07-01,2026-05-31,274.81,4,Pending,UPI
4620,164,test,Concert,Torres Locks,2025-01-18,2026-04-08,428.59,4,Pending,Debit Card
4621,61,address,Conference,Barbara Plains,2025-05-15,2025-07-02,374.98,2,Cancelled,Credit Card
4622,987,late,Concert,Reed Course,2025-02-26,2025-05-01,69.97,1,Pending,UPI
4623,263,conference,Sports,Rocha Shoal,2025-02-23,2025-08-19,32.38,8,Refunded,Credit Card
4624,211,still,Concert,Steven Crescent,2025-09-24,2025-09-29,473.66,4,Refunded,Net Banking
4625,43,specific,Movie,Howe Port,2024-08-13,2025-08-16,134.36,6,Confirmed,Debit Card
4626,659,rise,Conference,Helen Streets,2024-10-13,2026-06-01,318.35,1,Refunded,Wallet
4627,460,significant,Sports,Green Circle,2025-07-24,2025-08-06,249.4,4,Confirmed,Net Banking
4628,151,family,Stand-up Comedy,Novak Underpass,2024-08-29,2026-01-25,108.14,10,Cancelled,UPI
4629,412,which,Concert,Bender Roads,2025-01-27,2025-11-15,221.66,10,Refunded,UPI
4630,114,leave,Concert,Victor Plains,2025-01-29,2025-12-10,282.95,10,Cancelled,Credit Card
4631,489,level,Concert,Dennis Trail,2025-03-20,2025-09-09,337.76,10,Refunded,Wallet
4632,411,song,Conference,Sarah Views,2024-11-26,2025-05-11,230.76,4,Refunded,Net Banking
4633,195,bar,Stand-up Comedy,Stephen Shore,2025-07-26,2026-02-28,35.17,8,Pending,Wallet
4634,642,military,Stand-up Comedy,Turner Harbor,2025-03-10,2026-03-21,280.7,9,Confirmed,Credit Card
4635,941,pattern,Movie,Tracy Ville,2025-01-14,2025-09-28,365.55,10,Cancelled,Net Banking
4636,233,want,Conference,Ashley Circle,2025-04-19,2025-11-06,198.78,10,Refunded,Debit Card
4637,442,federal,Movie,Kramer Camp,2025-12-13,2026-06-27,496.77,4,Confirmed,Wallet
4638,796,tough,Movie,Rios Prairie,2025-01-23,2025-10-19,308.92,7,Cancelled,UPI
4639,279,medical,Sports,Copeland Orchard,2025-06-17,2025-07-27,31.25,9,Confirmed,Net Banking
4640,303,ever,Movie,Summer Radial,2024-12-05,2026-01-25,273.63,10,Pending,Wallet
4641,455,light,Movie,Smith Square,2024-11-07,2026-04-03,166.93,4,Cancelled,Net Banking
4642,478,suffer,Stand-up Comedy,Mason Gateway,2025-01-06,2025-09-23,291.59,3,Refunded,Credit Card
4643,193,today,Concert,Howe Crescent,2024-10-11,2025-09-23,94.78,7,Cancelled,Net Banking
4644,370,seem,Sports,Mark Rest,2024-09-10,2025-08-04,129.24,2,Refunded,Credit Card
4645,821,music,Movie,Jeffrey Islands,2024-08-30,2025-11-24,378.89,9,Pending,Wallet
4646,671,audience,Movie,Dixon Prairie,2026-03-18,2026-04-20,431.89,10,Cancelled,Net Banking
4647,596,them,Movie,David Locks,2024-12-28,2025-01-21,234.83,2,Refunded,Credit Card
4648,18,check,Concert,Mercer Ports,2025-03-05,2025-03-29,41.58,4,Cancelled,Credit Card
4649,143,relationship,Movie,Donna Views,2024-08-15,2026-04-16,304.16,7,Pending,UPI
4650,40,put,Stand-up Comedy,Hudson Park,2024-10-25,2025-10-06,175.0,1,Cancelled,Debit Card
4651,813,mother,Stand-up Comedy,Angela Plaza,2025-12-24,2026-05-29,398.36,1,Cancelled,Wallet
4652,710,seek,Stand-up Comedy,Jennifer Greens,2025-07-06,2026-01-16,454.29,5,Confirmed,UPI
4653,470,degree,Sports,Williams Meadows,2024-08-17,2025-09-21,257.11,10,Confirmed,Credit Card
4654,702,easy,Sports,Jeremy Bypass,2024-07-28,2025-07-24,372.04,5,Pending,Net Banking
4655,999,rock,Concert,Tammy Hill,2025-03-04,2025-08-25,406.92,6,Pending,Credit Card
4656,244,various,Stand-up Comedy,Norma Mills,2025-04-06,2026-03-23,387.02,8,Pending,Credit Card
4657,483,nor,Stand-up Comedy,Alyssa Station,2025-09-23,2026-06-22,274.4,7,Cancelled,UPI
4658,332,push,Conference,Williams Fields,2025-04-10,2025-06-10,236.73,7,Confirmed,UPI
4659,903,month,Concert,Nicole Harbor,2024-10-31,2024-11-18,360.4,3,Confirmed,Net Banking
4660,150,cut,Sports,Brenda Ranch,2026-01-09,2026-06-21,114.72,8,Confirmed,Debit Card
4661,774,student,Concert,Robertson Trace,2025-05-20,2026-01-25,130.45,5,Cancelled,Net Banking
4662,558,lot,Stand-up Comedy,Rebecca Union,2024-11-01,2025-08-11,415.49,7,Cancelled,UPI
4663,964,paper,Conference,Hurley Cliffs,2024-10-26,2025-09-02,487.25,7,Confirmed,UPI
4664,943,head,Concert,Matthew Pike,2025-09-11,2026-01-05,378.27,3,Cancelled,Net Banking
4665,541,represent,Stand-up Comedy,Randy Meadows,2025-10-01,2025-12-27,337.38,9,Pending,Wallet
4666,76,arm,Conference,Cuevas Walk,2026-05-12,2026-05-30,259.79,7,Pending,Net Banking
4667,771,lay,Conference,Romero Pines,2024-09-30,2025-04-23,349.41,8,Refunded,UPI
4668,63,city,Concert,Joseph Court,2026-03-25,2026-06-21,141.85,5,Cancelled,Credit Card
4669,626,involve,Sports,Peters Springs,2026-01-19,2026-06-12,25.27,10,Cancelled,Net Banking
4670,106,road,Concert,Monica Spurs,2025-10-03,2026-02-08,377.37,2,Pending,Credit Card
4671,583,defense,Conference,Steven Bridge,2024-08-10,2025-12-18,327.94,6,Refunded,UPI
4672,402,management,Concert,Meghan Key,2026-03-23,2026-05-23,420.39,6,Refunded,Net Banking
4673,781,brother,Movie,Walker Trail,2025-10-07,2026-03-23,416.56,2,Pending,Wallet
4674,468,read,Sports,William Course,2024-07-19,2025-09-07,294.36,6,Confirmed,Net Banking
4675,142,at,Movie,Jeffrey Mountains,2025-02-05,2025-12-20,44.24,2,Refunded,Wallet
4676,379,economic,Movie,Nicole Street,2025-04-15,2025-04-29,202.61,5,Confirmed,UPI
4677,225,family,Concert,John Highway,2024-08-13,2026-02-28,287.95,4,Confirmed,UPI
4678,270,writer,Sports,Anderson Tunnel,2024-11-27,2026-03-23,272.19,4,Pending,Credit Card
4679,934,every,Conference,Caldwell Falls,2025-01-05,2025-05-05,277.49,10,Refunded,Net Banking
4680,545,myself,Stand-up Comedy,Jasmine Station,2024-09-05,2025-04-07,315.16,1,Confirmed,Debit Card
4681,912,win,Stand-up Comedy,Melissa Overpass,2025-11-08,2026-01-04,479.34,3,Refunded,Net Banking
4682,547,key,Movie,Scott Ferry,2024-08-25,2025-02-08,151.12,3,Pending,UPI
4683,175,hope,Stand-up Comedy,Young Landing,2025-11-05,2026-04-15,321.49,5,Refunded,Debit Card
4684,498,late,Sports,Christine Stravenue,2024-12-09,2025-01-05,110.91,7,Confirmed,UPI
4685,262,have,Movie,Bonnie Mill,2025-07-27,2026-03-25,74.44,7,Confirmed,Credit Card
4686,744,or,Sports,Paula Burg,2025-02-20,2026-06-01,119.19,6,Refunded,Wallet
4687,170,four,Movie,Sarah Dale,2025-01-04,2026-04-04,219.68,3,Pending,UPI
4688,761,find,Stand-up Comedy,Ellis Gateway,2025-03-17,2025-06-23,77.74,1,Refunded,Credit Card
4689,716,instead,Sports,Anthony Drives,2024-11-18,2026-01-10,390.37,7,Confirmed,UPI
4690,889,eat,Conference,Dawn Haven,2025-05-04,2026-04-29,193.81,7,Confirmed,Debit Card
4691,42,soon,Stand-up Comedy,Abigail Drive,2024-11-16,2026-03-07,136.54,2,Confirmed,Debit Card
4692,764,just,Movie,Daniel Greens,2025-08-02,2025-10-15,435.55,2,Cancelled,UPI
4693,393,something,Concert,Carlson Cape,2024-08-31,2025-10-15,333.41,8,Refunded,Net Banking
4694,66,situation,Sports,Pratt Lodge,2025-07-26,2025-10-03,135.13,4,Pending,UPI
4695,263,full,Concert,Wells Corner,2024-11-12,2025-05-08,429.44,3,Cancelled,Debit Card
4696,86,pull,Sports,Cervantes Courts,2024-12-15,2025-02-15,78.37,10,Cancelled,UPI
4697,979,score,Movie,Robert Corners,2025-12-28,2026-01-08,261.99,4,Confirmed,Wallet
4698,257,doctor,Concert,Dunlap Trail,2024-10-24,2025-08-04,440.37,2,Pending,Net Banking
4699,48,product,Conference,Hernandez Mills,2024-08-18,2025-08-27,358.95,1,Confirmed,Net Banking
4700,639,certain,Sports,Danielle Expressway,2025-07-07,2026-06-06,217.38,7,Pending,UPI
4701,795,far,Conference,George Villages,2025-05-05,2026-05-29,421.11,10,Cancelled,Net Banking
4702,650,thank,Movie,Pratt Views,2025-04-15,2026-03-20,150.31,3,Refunded,Wallet
4703,395,woman,Sports,Owens Mountain,2024-11-05,2025-03-02,356.49,6,Pending,Debit Card
4704,935,recent,Conference,Davis Inlet,2024-09-19,2026-04-14,199.44,9,Cancelled,Wallet
4705,159,land,Conference,Baker Station,2026-01-01,2026-04-29,190.33,9,Pending,UPI
4706,690,nearly,Concert,Andrew Hollow,2025-07-30,2025-10-01,147.52,7,Refunded,Net Banking
4707,150,space,Sports,Wyatt Stravenue,2024-12-11,2025-04-24,322.7,3,Pending,Credit Card
4708,966,take,Concert,Tim Mission,2024-09-27,2024-12-31,64.83,4,Confirmed,Wallet
4709,796,step,Stand-up Comedy,Amanda Trafficway,2024-08-12,2025-07-06,323.21,2,Refunded,Wallet
4710,59,street,Stand-up Comedy,Michael Meadows,2025-05-31,2026-06-05,14.21,1,Refunded,Wallet
4711,115,green,Conference,Michael Mountain,2025-03-18,2025-07-06,402.79,3,Pending,Wallet
4712,380,current,Conference,Strickland Ways,2024-12-29,2025-12-14,136.74,2,Refunded,UPI
4713,508,by,Conference,Jamie Lake,2024-12-13,2025-09-12,407.42,9,Cancelled,Wallet
4714,736,themselves,Concert,Ortiz Summit,2025-02-25,2025-08-22,287.89,2,Cancelled,UPI
4715,161,consider,Sports,Williams Ways,2024-11-10,2025-10-21,363.97,7,Pending,Credit Card
4716,191,during,Sports,Carolyn Club,2025-11-15,2025-12-24,427.11,6,Confirmed,Debit Card
4717,267,science,Stand-up Comedy,William Crescent,2024-11-06,2025-05-11,144.09,5,Cancelled,Debit Card
4718,774,area,Movie,Julie Squares,2024-12-02,2025-07-24,313.41,4,Cancelled,UPI
4719,599,same,Concert,Russell Loaf,2025-12-28,2026-02-19,210.06,1,Pending,Wallet
4720,632,paper,Stand-up Comedy,Willie Centers,2025-11-27,2026-04-09,168.02,1,Pending,Debit Card
4721,140,yet,Sports,Stein Burgs,2025-04-14,2026-02-13,290.68,10,Refunded,Wallet
4722,564,country,Concert,James Glen,2025-03-05,2025-11-04,221.51,1,Refunded,UPI
4723,787,fact,Stand-up Comedy,Patrick River,2025-01-02,2026-06-09,296.29,5,Refunded,Net Banking
4724,888,education,Conference,Darlene Point,2024-10-13,2025-09-06,302.05,2,Pending,Debit Card
4725,51,reveal,Movie,Rojas Parkway,2025-01-09,2025-01-18,137.94,2,Cancelled,Credit Card
4726,102,style,Sports,Stephanie Passage,2024-08-30,2026-04-26,439.18,3,Confirmed,Wallet
4727,169,television,Conference,Beth Stravenue,2024-08-04,2025-08-04,163.1,6,Confirmed,Net Banking
4728,448,yard,Conference,Patricia Road,2024-07-05,2025-10-15,326.23,7,Refunded,Debit Card
4729,266,until,Concert,Avila Expressway,2025-04-11,2026-05-08,468.57,9,Refunded,Debit Card
4730,871,contain,Sports,Andrea Knoll,2024-09-20,2025-03-02,100.0,4,Refunded,UPI
4731,320,TV,Sports,Shelton Trace,2025-05-01,2025-10-17,31.61,7,Cancelled,UPI
4732,15,care,Concert,Richardson Trace,2024-09-25,2024-10-24,341.18,8,Pending,Net Banking
4733,677,than,Concert,Janet Mills,2025-10-19,2026-01-04,18.74,10,Refunded,Credit Card
4734,897,young,Stand-up Comedy,Jacob Manor,2024-09-20,2026-05-15,98.47,2,Refunded,Debit Card
4735,563,relate,Sports,Ray Mount,2025-09-13,2025-11-23,60.09,7,Cancelled,Wallet
4736,319,too,Sports,Melanie Neck,2024-09-15,2025-01-22,17.99,2,Refunded,UPI
4737,926,worker,Movie,Hutchinson Islands,2024-10-02,2024-11-21,283.08,10,Cancelled,Credit Card
4738,657,reveal,Conference,Davenport Springs,2025-05-04,2025-06-17,34.12,3,Pending,Debit Card
4739,290,country,Movie,King Cape,2024-12-05,2026-03-24,53.44,9,Refunded,UPI
4740,559,condition,Stand-up Comedy,Martin Fords,2024-09-21,2026-04-28,275.1,8,Pending,Credit Card
4741,296,provide,Conference,Angela Prairie,2025-12-03,2026-03-21,363.26,6,Confirmed,Wallet
4742,301,young,Conference,Chelsea Loaf,2025-06-14,2025-06-20,111.61,6,Cancelled,Wallet
4743,804,former,Concert,Gould Spurs,2024-09-29,2025-10-07,492.02,2,Pending,UPI
4744,608,entire,Stand-up Comedy,James Port,2025-11-01,2025-12-24,210.77,2,Cancelled,Net Banking
4745,234,remain,Conference,Joshua Mission,2024-07-31,2026-03-28,314.35,5,Cancelled,Credit Card
4746,60,movement,Conference,Sanchez Common,2025-01-30,2026-06-18,177.53,2,Cancelled,Credit Card
4747,546,artist,Concert,Graves Parkways,2025-01-21,2025-05-18,306.8,7,Cancelled,Net Banking
4748,548,feeling,Conference,Rivas Wall,2025-02-09,2025-07-14,90.19,4,Confirmed,Credit Card
4749,658,season,Stand-up Comedy,Mary Street,2025-04-07,2026-03-19,174.7,2,Pending,Credit Card
4750,502,leave,Concert,Joseph Well,2025-03-07,2026-02-21,305.48,2,Refunded,Wallet
4751,333,religious,Stand-up Comedy,Vasquez Island,2025-09-03,2025-09-11,186.09,6,Refunded,Net Banking
4752,115,serve,Sports,Elizabeth Turnpike,2025-03-08,2025-11-23,36.53,3,Pending,Net Banking
4753,745,positive,Concert,Erica Cove,2025-06-28,2026-01-21,283.96,9,Pending,Net Banking
4754,578,western,Sports,Wendy Coves,2024-12-22,2025-12-21,460.0,10,Refunded,Wallet
4755,925,to,Concert,Mitchell Station,2025-03-17,2026-06-26,258.33,4,Cancelled,Net Banking
4756,571,affect,Movie,Brian Turnpike,2024-10-18,2025-01-28,193.96,10,Refunded,Wallet
4757,791,apply,Conference,Doyle Dale,2025-01-12,2026-01-30,109.29,1,Cancelled,Debit Card
4758,372,tonight,Conference,Burton Extension,2024-07-21,2024-09-02,431.85,9,Pending,Wallet
4759,895,across,Conference,Lopez Greens,2025-08-22,2025-12-31,134.42,4,Confirmed,Net Banking
4760,283,sing,Concert,Johnson Overpass,2025-08-04,2026-06-23,313.58,8,Refunded,Net Banking
4761,829,picture,Sports,Philip Points,2025-02-17,2026-05-06,373.15,1,Refunded,Wallet
4762,705,section,Stand-up Comedy,Yu Forks,2024-09-20,2026-05-27,300.83,4,Cancelled,Credit Card
4763,685,behind,Sports,Hopkins Skyway,2024-10-28,2026-01-14,425.52,8,Cancelled,Net Banking
4764,590,say,Stand-up Comedy,Richardson Terrace,2025-03-11,2025-04-12,49.35,9,Pending,Net Banking
4765,59,ground,Concert,Glenn Brooks,2026-04-08,2026-04-12,458.78,6,Cancelled,Net Banking
4766,346,article,Concert,Alexandra Ports,2024-11-21,2026-01-13,159.64,3,Pending,Net Banking
4767,66,know,Conference,Wright Fords,2024-07-08,2025-05-09,117.43,4,Refunded,UPI
4768,898,entire,Conference,Catherine Junctions,2025-06-23,2026-01-05,62.16,5,Pending,Debit Card
4769,264,chance,Conference,Johnson Extension,2024-08-31,2025-05-29,270.93,6,Cancelled,Net Banking
4770,31,visit,Concert,Jones Ways,2025-03-25,2026-02-08,445.12,5,Pending,Net Banking
4771,545,wind,Sports,Justin Loop,2024-12-23,2026-04-24,248.58,5,Confirmed,Net Banking
4772,754,kitchen,Movie,Mary Ridge,2024-09-26,2025-08-15,386.57,8,Pending,Debit Card
4773,995,second,Sports,Linda Walk,2025-09-20,2026-04-09,352.99,5,Pending,Debit Card
4774,338,bar,Sports,Brown Gardens,2024-11-17,2026-03-23,314.17,7,Pending,Net Banking
4775,235,subject,Stand-up Comedy,Fletcher Springs,2024-10-18,2025-08-12,267.61,7,Refunded,Net Banking
4776,570,road,Movie,Eric Glen,2025-02-22,2026-03-19,447.67,6,Refunded,Credit Card
4777,158,future,Concert,Chris Field,2025-08-18,2026-05-07,197.63,10,Refunded,Debit Card
4778,479,store,Conference,Williams Expressway,2024-08-10,2025-05-01,140.79,7,Cancelled,UPI
4779,379,response,Concert,Jason Extensions,2025-09-12,2026-02-10,157.95,2,Confirmed,Net Banking
4780,309,involve,Movie,Angela Mission,2025-04-18,2025-09-27,369.88,7,Confirmed,Credit Card
4781,74,building,Sports,Natasha Squares,2024-10-25,2025-10-15,291.61,10,Refunded,Debit Card
4782,216,center,Sports,Clark Shores,2026-03-24,2026-04-26,164.85,4,Pending,Net Banking
4783,102,glass,Movie,Julie Ridges,2024-12-29,2026-01-17,445.67,8,Refunded,Credit Card
4784,245,yes,Sports,Tanya Row,2025-01-20,2025-09-17,497.45,9,Cancelled,Debit Card
4785,454,more,Concert,Amanda Well,2025-02-04,2026-05-06,235.52,2,Refunded,Net Banking
4786,634,to,Conference,Odonnell Spur,2025-09-14,2025-09-24,52.25,3,Confirmed,Net Banking
4787,664,know,Movie,Kimberly Meadows,2025-01-31,2025-06-29,186.86,10,Refunded,Wallet
4788,443,need,Movie,Laurie Meadows,2025-09-27,2026-06-21,248.9,2,Cancelled,Credit Card
4789,187,them,Sports,Wilkins Motorway,2024-12-24,2026-06-01,470.85,3,Cancelled,Wallet
4790,754,teacher,Movie,Todd Ranch,2024-08-05,2026-01-08,312.41,10,Refunded,Net Banking
4791,675,project,Conference,Dean Parks,2025-01-02,2025-06-21,398.95,9,Pending,Wallet
4792,541,build,Stand-up Comedy,Carr Island,2024-11-12,2025-03-20,442.6,3,Cancelled,Net Banking
4793,628,catch,Sports,Jimenez Lodge,2025-05-26,2026-01-12,185.4,8,Refunded,Credit Card
4794,194,father,Conference,Vaughn Village,2024-07-25,2025-12-26,348.56,10,Confirmed,Credit Card
4795,935,include,Concert,Brady Curve,2024-08-03,2025-05-05,421.17,4,Confirmed,Wallet
4796,893,factor,Concert,Clarke Ridge,2025-05-26,2025-12-19,381.84,4,Pending,Credit Card
4797,448,chair,Stand-up Comedy,Laura Prairie,2024-09-14,2024-11-25,181.69,1,Confirmed,UPI
4798,759,test,Movie,Garcia Trail,2025-12-30,2026-04-29,328.18,10,Confirmed,UPI
4799,80,behavior,Sports,Deborah Turnpike,2024-11-29,2026-06-24,56.29,9,Cancelled,Credit Card
4800,781,up,Concert,Christy Cliff,2024-09-21,2025-05-17,437.69,2,Cancelled,Debit Card
4801,260,threat,Movie,Susan Harbors,2024-10-26,2025-05-24,130.8,4,Cancelled,Net Banking
4802,187,if,Movie,Morse Turnpike,2024-07-11,2025-04-07,37.27,8,Confirmed,UPI
4803,503,sense,Movie,Timothy Lights,2024-07-05,2026-04-24,434.35,6,Pending,Credit Card
4804,207,difference,Movie,Smith Extensions,2026-02-04,2026-05-04,272.78,8,Confirmed,UPI
4805,364,safe,Sports,Gail Via,2025-02-18,2025-08-14,314.11,4,Pending,Credit Card
4806,278,full,Stand-up Comedy,Friedman Manors,2024-07-19,2025-04-20,386.5,8,Refunded,UPI
4807,543,best,Sports,Black Mills,2025-01-01,2025-11-08,241.03,7,Confirmed,Credit Card
4808,424,play,Conference,Jones Lodge,2024-09-15,2025-06-22,22.41,5,Cancelled,UPI
4809,434,rest,Movie,Johnson Parkways,2025-03-19,2026-01-07,470.56,3,Refunded,Credit Card
4810,45,exist,Concert,Patricia Flat,2025-05-11,2026-03-07,486.06,6,Cancelled,Wallet
4811,773,picture,Sports,Solis Shores,2024-09-21,2026-04-26,487.58,1,Cancelled,Wallet
4812,783,town,Concert,Erica Stravenue,2025-07-29,2026-04-09,413.62,1,Cancelled,UPI
4813,509,several,Movie,Wilkerson Plaza,2025-07-29,2026-06-07,11.96,8,Confirmed,UPI
4814,36,involve,Conference,Anna Lakes,2025-02-07,2025-06-16,373.5,10,Cancelled,Wallet
4815,987,rise,Conference,David Harbor,2025-10-22,2026-03-02,330.03,2,Confirmed,UPI
4816,322,go,Sports,Rush Stream,2025-01-28,2025-06-17,336.22,10,Confirmed,Credit Card
4817,77,a,Concert,Burgess Village,2025-09-15,2026-01-28,321.11,8,Confirmed,Wallet
4818,562,tonight,Movie,Knight Squares,2024-09-14,2025-02-24,372.47,6,Pending,Credit Card
4819,999,too,Movie,Thomas Orchard,2026-04-02,2026-04-30,21.19,5,Cancelled,Debit Card
4820,834,discuss,Stand-up Comedy,Tracy Extensions,2026-05-29,2026-06-22,399.29,6,Pending,Credit Card
4821,165,even,Stand-up Comedy,French Grove,2025-04-28,2026-01-25,281.09,7,Cancelled,Net Banking
4822,12,decision,Stand-up Comedy,Brown Union,2025-04-12,2026-01-31,328.64,9,Confirmed,Debit Card
4823,291,mouth,Sports,Melinda Skyway,2025-04-06,2026-05-19,413.22,5,Refunded,UPI
4824,432,hand,Conference,Morgan Common,2024-09-01,2025-05-06,473.65,9,Refunded,Debit Card
4825,694,answer,Stand-up Comedy,William Ridges,2025-07-07,2025-12-13,437.72,4,Cancelled,Wallet
4826,134,difficult,Conference,Rodgers Crescent,2024-11-11,2026-01-29,55.07,9,Confirmed,Wallet
4827,242,away,Conference,Sonia Alley,2025-01-17,2025-06-02,49.24,5,Pending,Net Banking
4828,125,no,Sports,Hancock Inlet,2024-09-26,2024-10-02,131.94,7,Confirmed,Wallet
4829,482,tree,Movie,Kevin Falls,2025-09-12,2026-01-06,477.1,4,Pending,Wallet
4830,222,north,Stand-up Comedy,Mcdonald Ferry,2024-12-19,2025-08-14,219.93,9,Confirmed,Net Banking
4831,609,really,Stand-up Comedy,Brandon Ways,2025-03-10,2025-12-19,318.19,9,Refunded,Debit Card
4832,334,study,Stand-up Comedy,Vaughn Fort,2025-08-10,2025-12-31,145.81,3,Cancelled,Debit Card
4833,987,artist,Concert,James Field,2024-08-20,2024-12-03,101.44,3,Refunded,Credit Card
4834,919,its,Movie,Atkinson Avenue,2024-10-16,2026-03-09,194.99,7,Confirmed,Debit Card
4835,867,laugh,Conference,Scott Streets,2025-07-09,2026-04-04,82.16,3,Refunded,Wallet
4836,30,nearly,Conference,Lewis Divide,2024-12-01,2025-03-26,104.15,8,Confirmed,Net Banking
4837,69,themselves,Concert,Lopez Meadow,2026-03-02,2026-03-25,15.39,1,Cancelled,Credit Card
4838,12,write,Stand-up Comedy,Lopez Stravenue,2024-09-17,2025-10-12,227.71,4,Confirmed,Net Banking
4839,52,how,Sports,Carlson Common,2025-09-08,2026-02-19,233.82,2,Confirmed,Credit Card
4840,756,thus,Movie,Houston Meadows,2025-11-13,2026-06-13,179.08,4,Pending,Net Banking
4841,480,increase,Movie,Fox Ridge,2024-12-25,2025-12-02,356.09,10,Cancelled,Debit Card
4842,522,four,Concert,Katherine Station,2025-06-11,2026-02-19,204.62,6,Refunded,Debit Card
4843,882,top,Conference,Annette Burg,2024-12-17,2026-06-28,144.9,6,Pending,Credit Card
4844,521,want,Conference,Jeffery Bypass,2024-12-28,2026-01-20,452.14,4,Refunded,Debit Card
4845,645,take,Sports,Harry Park,2025-04-13,2026-01-15,240.66,7,Refunded,Wallet
4846,378,sing,Conference,Aguilar Center,2025-04-12,2025-08-17,168.43,9,Refunded,UPI
4847,941,stay,Conference,Woods Light,2025-03-09,2026-04-16,71.92,1,Refunded,Wallet
4848,225,magazine,Stand-up Comedy,Kaitlyn Trail,2024-10-25,2025-04-03,330.36,2,Cancelled,Credit Card
4849,170,other,Movie,Denise Pike,2025-03-03,2025-08-17,287.41,10,Confirmed,UPI
4850,889,fly,Sports,Ivan Harbors,2025-03-29,2025-12-07,338.66,4,Pending,UPI
4851,229,forget,Sports,Christensen Views,2024-09-15,2025-04-21,106.53,3,Cancelled,Debit Card
4852,341,continue,Movie,Marshall Club,2024-12-09,2026-04-05,343.38,8,Cancelled,UPI
4853,580,bed,Concert,Robert Club,2025-03-26,2025-08-24,78.34,3,Confirmed,Wallet
4854,481,her,Movie,Hanson Fall,2025-02-18,2025-11-30,411.52,3,Cancelled,Net Banking
4855,45,decide,Concert,Webb Field,2025-06-23,2026-06-16,390.16,7,Pending,UPI
4856,421,begin,Movie,Nathaniel Course,2024-12-03,2025-09-25,485.97,7,Cancelled,Wallet
4857,722,capital,Stand-up Comedy,Meyers Pass,2025-07-05,2025-09-12,314.02,4,Cancelled,UPI
4858,534,everyone,Concert,Anthony Inlet,2024-06-29,2026-03-15,54.99,5,Pending,Net Banking
4859,756,almost,Sports,Christopher Rue,2024-08-03,2026-03-17,170.54,7,Refunded,UPI
4860,845,foreign,Movie,Arnold Mill,2025-07-19,2025-11-10,417.71,9,Refunded,Net Banking
4861,773,half,Movie,Stewart Pike,2025-09-05,2026-01-01,468.91,9,Pending,Wallet
4862,432,himself,Concert,Watkins Run,2024-11-18,2025-09-14,134.75,5,Refunded,Net Banking
4863,972,middle,Concert,Erica Common,2024-10-30,2025-02-07,387.77,2,Pending,Debit Card
4864,161,life,Concert,Hinton Ramp,2025-11-13,2026-04-24,93.76,7,Confirmed,UPI
4865,624,now,Concert,Gordon Trace,2025-01-25,2025-08-29,426.28,7,Pending,Debit Card
4866,239,mention,Conference,Martinez Stream,2025-04-05,2026-01-19,64.2,7,Refunded,Net Banking
4867,412,serve,Movie,Mark Crest,2024-07-20,2026-03-14,29.36,3,Confirmed,Net Banking
4868,244,great,Sports,Isabel Isle,2024-08-05,2025-08-08,256.47,6,Cancelled,Wallet
4869,145,culture,Concert,Lynn Valleys,2024-10-26,2025-03-09,257.57,10,Pending,Debit Card
4870,487,couple,Stand-up Comedy,James Via,2025-06-23,2025-10-02,175.7,7,Cancelled,Credit Card
4871,738,together,Stand-up Comedy,Malone Ferry,2024-08-23,2026-06-23,124.84,7,Pending,Wallet
4872,695,energy,Conference,Felicia Skyway,2024-07-28,2026-05-08,225.25,9,Confirmed,Credit Card
4873,961,then,Concert,Katie Groves,2024-10-31,2025-05-29,46.73,9,Refunded,UPI
4874,730,news,Conference,Dana Gateway,2024-09-11,2025-10-08,378.26,2,Refunded,UPI
4875,351,save,Movie,Bonnie Forest,2024-12-17,2025-01-08,56.81,9,Cancelled,Credit Card
4876,842,talk,Conference,Curtis Trail,2025-09-06,2025-11-09,386.2,5,Cancelled,Net Banking
4877,334,property,Concert,Christina Terrace,2025-07-18,2025-09-05,347.52,5,Refunded,Net Banking
4878,530,health,Movie,Lee Drives,2025-02-10,2026-06-05,377.92,7,Confirmed,Wallet
4879,715,third,Stand-up Comedy,Nancy Plaza,2025-04-24,2026-02-13,329.74,10,Confirmed,Net Banking
4880,345,nature,Movie,Vanessa Passage,2025-06-17,2025-11-16,262.79,4,Cancelled,Net Banking
4881,879,agree,Sports,Cassandra View,2024-06-29,2025-11-24,91.59,8,Confirmed,Wallet
4882,139,rate,Movie,Weaver Heights,2025-09-07,2026-06-02,268.55,6,Confirmed,Credit Card
4883,573,decade,Movie,Natalie Burg,2024-11-05,2026-04-25,169.79,8,Pending,Credit Card
4884,510,determine,Movie,Torres Camp,2024-11-24,2025-06-16,150.14,10,Refunded,Credit Card
4885,695,pretty,Conference,Raymond Plaza,2024-11-06,2025-10-30,374.05,7,Cancelled,Debit Card
4886,140,contain,Movie,Deborah Radial,2025-08-19,2026-01-05,285.56,1,Cancelled,Net Banking
